title,link,date,price,housing,housing_category,city_area,housing_type,housing_state,living_area,land_area,price_per_meter,ad_id,lat,long
"Príjemný 3 izb. byt, kompletná rekonštrukcia, 58 m2, sídl. Furča",https://www.nehnutelnosti.sk/5055804/prijemny-3-izb-byt-kompletna-rekonstrukcia-58-m2-sidl-furca/,31.03.2023,135000,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,58,0,2327.59,5055804,48.73737687,21.27970263
"ZVÝHODNENÁ CENA! LUXUSNÝ 3 izbový tehlový byt po ČERSTVEJ REKONŠTRUKCII v centre, ul. ČSL Armády",https://www.nehnutelnosti.sk/4999962/zvyhodnena-cena-luxusny-3-izbovy-tehlovy-byt-po-cerstvej-rekonstrukcii-v-centre-ul-csl-armady/,31.03.2023,225000,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Kompletná rekonštrukcia,60,0,3750,4999962,48.72685176,21.24742421
"Veľkometrážny 2 izb. byt 86 m2 v centre, ul. Kováčska",https://www.nehnutelnosti.sk/4981314/velkometrazny-2-izb-byt-86-m2-v-centre-ul-kovacska/,31.03.2023,900/mes.,Byty,2 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,86,0,10.47,4981314,48.72383714,21.25831952
"Priestranný 2 izbový byt 55m2 + loggia 6m, Pražský Typ, ul. Laborecká",https://www.nehnutelnosti.sk/4953659/priestranny-2-izbovy-byt-55m2-loggia-6m-prazsky-typ-ul-laborecka/,31.03.2023,129500,Byty,2 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,55,0,2354.55,4953659,48.71567552,21.23778903
"ÚPLNE NOVÝ 3 izbový byt v srdci Terasy, ul. Nešporova",https://www.nehnutelnosti.sk/4943688/uplne-novy-3-izbovy-byt-v-srdci-terasy-ul-nesporova/,31.03.2023,179900,Byty,3 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,55,0,3270.91,4943688,48.71274867,21.23413528
"Veľkometrážny 3 izb. byt v srdci Košíc, 120 m2, ul. Kováčska",https://www.nehnutelnosti.sk/4923753/velkometrazny-3-izb-byt-v-srdci-kosic-120-m2-ul-kovacska/,31.03.2023,1200/mes.,Byty,3 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,120,0,10,4923753,48.72391216,21.25829201
Na predaj priestranný 3-izbový byt vo vyhľadávanej lokalite Košíc,https://www.nehnutelnosti.sk/5044208/na-predaj-priestranny-3-izbovy-byt-vo-vyhladavanej-lokalite-kosic/,31.03.2023,Cenadohodou,Byty,3 izbový byt,Košice II - Sídlisko KVP,Predaj,Čiastočná rekonštrukcia,79,0,0,5044208,48.7163637,21.2129846
TROJIZBOVÝ BYT - MICHALOVSKÁ ULICA,https://www.nehnutelnosti.sk/5068239/trojizbovy-byt-michalovska-ulica/,31.03.2023,149990,Byty,3 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,55, 55,2727.09,5068239,48.7044623,21.234122
PREDAJ: INVESTIČNÉ APARTMÁNY  - LIPTOV,https://www.nehnutelnosti.sk/4746563/predaj-investicne-apartmany-liptov/,31.03.2023,122000,Byty,1 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,"22,57",0,5405.41,4746563,48.7143059,21.2345867
JELENIA LÚKA - NADŠTANDARNÉ CHATKY U LESA,https://www.nehnutelnosti.sk/4919266/jelenia-luka-nadstandarne-chatky-u-lesa/,31.03.2023,163000,Byty,3 izbový byt,Košice I - Staré Mesto,Predaj,Developerský projekt,80, 400,2037.50,4919266,48.722374,21.2570038
Viacúčelová budova Výborná dostupnosť Zaujímavá lokalita Pozemok 1245m2,https://www.nehnutelnosti.sk/4872187/viacucelova-budova-vyborna-dostupnost-zaujimava-lokalita-pozemok-1245m2/,31.03.2023,690000,Objekty,Polyfunkčný objekt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,350, 1245,1971.43,4872187,48.70206985,21.23053332
KRIVÁ ul. zrekonštruovaný 2 iz. tehlový byt 5min. chôdze  do Centra Mesta,https://www.nehnutelnosti.sk/5043020/kriva-ul-zrekonstruovany-2-iz-tehlovy-byt-5min-chodze-do-centra-mesta/,31.03.2023,159000,Byty,2 izbový byt,Košice,Predaj,Kompletná rekonštrukcia,61,0,2606.56,5043020,48.717278,21.267727
"PRENÁJOM KOŠICE! MODERNÝ 3-IZBOVÝ BYT, ul.Srbská",https://www.nehnutelnosti.sk/5060659/prenajom-kosice-moderny-3-izbovy-byt-ul-srbska/,31.03.2023,550/mes.,Byty,3 izbový byt,Košice IV - Juh,Prenájom,Kompletná rekonštrukcia,64,0,8.59,5060659,48.7066134,21.2603457
"2 izb byt novostavba KVP, pivnica, park. statie",https://www.nehnutelnosti.sk/4933054/2-izb-byt-novostavba-kvp-pivnica-park-statie/,30.03.2023,182990,Byty,2 izbový byt,Košice II - Sídlisko KVP,Predaj,Novostavba,"59,35",0,3083.24,4933054,48.719413882092,21.210043643088
"nové 2 izbové byty, novostavba Panoráma VI",https://www.nehnutelnosti.sk/4911520/nove-2-izbove-byty-novostavba-panorama-vi/,30.03.2023,173400,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Novostavba,51,0,3400,4911520,48.720941,21.294158
"1.5 izbový byt Kežmarská, Košice - Západ",https://www.nehnutelnosti.sk/5067999/1-5-izbovy-byt-kezmarska-kosice-zapad/,30.03.2023,124900,Byty,2 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,42,0,2973.81,5067999,48.7094871,21.2299716
"2 izbový byt , Čárskeho ul., Košice - Sever",https://www.nehnutelnosti.sk/4992210/2-izbovy-byt-carskeho-ul-kosice-sever/,30.03.2023,127000,Byty,2 izbový byt,Košice I - Sever,Predaj,Čiastočná rekonštrukcia,54,0,2351.85,4992210,48.7381229,21.2546175
"3-izb byt, NOVOSTAVBA, Popradská, Terasa",https://www.nehnutelnosti.sk/5067910/3-izb-byt-novostavba-popradska-terasa/,30.03.2023,229800,Byty,3 izbový byt,Košice II - Západ,Predaj,Developerský projekt,"62,58",0,3672.10,5067910,48.722161,21.227979
"1,5i BYT NA POLÁRNEJ - PÔVODNÝ STAV",https://www.nehnutelnosti.sk/5067894/1-5i-byt-na-polarnej-povodny-stav/,30.03.2023,110000,Byty,2 izbový byt,Košice IV - Nad jazerom,Predaj,Pôvodný stav,38,0,2894.74,5067894,48.682345,21.29517
"Slnečný tehlový 1 i byt, novostavba, Panoráma",https://www.nehnutelnosti.sk/5051073/slnecny-tehlovy-1-i-byt-novostavba-panorama/,30.03.2023,103300,Byty,1 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Novostavba,31,0,3332.26,5051073,48.721535,21.29536
Na predaj 1-izový byt na ul. Tr.SNP,https://www.nehnutelnosti.sk/5067871/na-predaj-1-izovy-byt-na-ul-tr-snp/,30.03.2023,97990,Byty,1 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,33,0,2969.39,5067871,48.7143063,21.2345873
Na predaj 3-izbový byt s garážou,https://www.nehnutelnosti.sk/5067868/na-predaj-3-izbovy-byt-s-garazou/,30.03.2023,174990,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,68,0,2573.38,5067868,48.7339053,21.2887424
Na predaj 1-izbový byt s dvoma loggiami,https://www.nehnutelnosti.sk/5067867/na-predaj-1-izbovy-byt-s-dvoma-loggiami/,30.03.2023,122990,Byty,1 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,42,0,2928.33,5067867,48.6893403,21.2844607
"Na predaj 3i byt 67m2, Železníky - Miškovecká ul.",https://www.nehnutelnosti.sk/5067861/na-predaj-3i-byt-67m2-zelezniky-miskovecka-ul/,30.03.2023,147000,Byty,3 izbový byt,Košice IV - Juh,Predaj,Čiastočná rekonštrukcia,67,0,2194.03,5067861,48.7006082,21.255017
"nový 3 i tehlový penthouse 74 m2 + 30 m2 terasa, Zelená stráň",https://www.nehnutelnosti.sk/4956116/novy-3-i-tehlovy-penthouse-74-m2-30-m2-terasa-zelena-stran/,30.03.2023,249633,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Novostavba,104,0,2400.32,4956116,48.727169,21.295424
Mlynská Bašta Luxury Golden Apartmán na prenájom- 2 i - TOP !,https://www.nehnutelnosti.sk/5067829/mlynska-basta-luxury-golden-apartman-na-prenajom-2-i-top/,30.03.2023,890/mes.,Byty,2 izbový byt,Košice I - Staré Mesto,Prenájom,Kompletná rekonštrukcia,0,0,0,5067829,48.7217052,21.2581401
"Nadštandardný 2 i nový tehlový byt s výhľadom na mesto, Panoráma",https://www.nehnutelnosti.sk/5030627/nadstandardny-2-i-novy-tehlovy-byt-s-vyhladom-na-mesto-panorama/,30.03.2023,171990,Byty,2 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Novostavba,55,0,3127.09,5030627,48.721281,21.295102
"Nový tehlový 3 izbový byt, Panoráma VI",https://www.nehnutelnosti.sk/4953876/novy-tehlovy-3-izbovy-byt-panorama-vi/,30.03.2023,243450,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Novostavba,76,0,3203.29,4953876,48.720827,21.294329
"1izbový byt TR.SNP, 29m2, lodžia, Košice-Terasa",https://www.nehnutelnosti.sk/4936498/1izbovy-byt-tr-snp-29m2-lodzia-kosice-terasa/,30.03.2023,109000,Byty,1 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,0,0,0,4936498,48.7127673,21.2364688
"1,5izbový byt JÁNOŠÍKOVÁ, NOVÁ REK., 6m  LODŽIA, Košice - Juh",https://www.nehnutelnosti.sk/4936221/1-5izbovy-byt-janosikova-nova-rek-6m-lodzia-kosice-juh/,30.03.2023,149000,Byty,2 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,0,0,0,4936221,48.7137939,21.2476503
"NOVÁ REKONŠTRUKCIA 1,5izbový byt ČINGOVSKÁ ulica, Košice - Nad Jazerom",https://www.nehnutelnosti.sk/4966356/nova-rekonstrukcia-1-5izbovy-byt-cingovska-ulica-kosice-nad-jazerom/,30.03.2023,129000,Byty,2 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,40,0,3225,4966356,48.6843793,21.288299
"4izbový byt KURSKÁ, 85m2, nová kompl.rek., Košice - Furča",https://www.nehnutelnosti.sk/4935986/4izbovy-byt-kurska-85m2-nova-kompl-rek-kosice-furca/,30.03.2023,183000,Byty,4 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,0,0,0,4935986,48.7424163,21.2752766
"PRIPRAVENÝ na prenájom 1,5izbový byt STÁLICOVA, Košice - Nad Jazerom",https://www.nehnutelnosti.sk/5012596/pripraveny-na-prenajom-1-5izbovy-byt-stalicova-kosice-nad-jazerom/,30.03.2023,550/mes.,Byty,2 izbový byt,Košice IV - Nad jazerom,Prenájom,Kompletná rekonštrukcia,42,0,13.10,5012596,48.6782642,21.3007557
"1izbový byt s lodžiou WUPPERTÁLSKA, 36m2, Košice - KVP",https://www.nehnutelnosti.sk/4947801/1izbovy-byt-s-lodziou-wuppertalska-36m2-kosice-kvp/,30.03.2023,107000,Byty,1 izbový byt,Košice II - Sídlisko KVP,Predaj,Čiastočná rekonštrukcia,36,0,2972.22,4947801,48.7164688,21.2186162
"3izbový byt UŽHORODSKÁ, Košice - Juh",https://www.nehnutelnosti.sk/4947990/3izbovy-byt-uzhorodska-kosice-juh/,30.03.2023,184900,Byty,3 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,67,0,2759.70,4947990,48.7014133,21.2577243
"NADŠTANDARDNÁ 4-izbová NOVOSTAVBA s TERASOU, Košice – Krásna",https://www.nehnutelnosti.sk/4843553/nadstandardna-4-izbova-novostavba-s-terasou-kosice-krasna/,30.03.2023,280000,Domy,Rodinný dom,Košice IV - Krásna,Predaj,Vo výstavbe,"158,25", 902,1769.35,4843553,48.6726641,21.3187619
"EXLUZÍVNE - Na predaj, 3 izbový byt- Košice - Sever + možnosť dokúpiť garáž",https://www.nehnutelnosti.sk/5001520/exluzivne-na-predaj-3-izbovy-byt-kosice-sever-moznost-dokupit-garaz/,30.03.2023,Cenadohodou,Byty,3 izbový byt,Košice I - Sever,Predaj,Pôvodný stav,67,0,0,5001520,48.7306662,21.240751
Na predaj premiestniteľný stánok,https://www.nehnutelnosti.sk/5067742/na-predaj-premiestnitelny-stanok/,30.03.2023,Cenadohodou,Objekty,Objekt pre obchod,Košice I - Staré Mesto,Predaj,Čiastočná rekonštrukcia,"7,3",0,0,5067742,48.7248472,21.261915
Pekný 5-izbový dom vo vyhľadávanej lokalite na Mliečnej ulici v Košiciach - Košická Nová Ves,https://www.nehnutelnosti.sk/5031990/pekny-5-izbovy-dom-vo-vyhladavanej-lokalite-na-mliecnej-ulici-v-kosiciach-kosicka-nova-ves/,30.03.2023,358000,Domy,Rodinný dom,Košice III - Košická Nová Ves,Predaj,Kompletná rekonštrukcia,180, 809,1988.89,5031990,48.84543122,21.07926291
"4-izbový byt na prenájom, Trieda SNP 61/A, Košice-Západ",https://www.nehnutelnosti.sk/4995425/4-izbovy-byt-na-prenajom-trieda-snp-61-a-kosice-zapad/,30.03.2023,750/mes.,Byty,4 izbový byt,Košice II - Západ,Prenájom,Kompletná rekonštrukcia,80,0,9.38,4995425,48.70697336,21.24107496
"3-izbový priestranný byt, Madridská, Košice - Ťahanovce",https://www.nehnutelnosti.sk/4993998/3-izbovy-priestranny-byt-madridska-kosice-tahanovce/,30.03.2023,169900,Byty,3 izbový byt,Košice I - Sídlisko Ťahanovce,Predaj,Kompletná rekonštrukcia,80,0,2123.75,4993998,48.76118401,21.26042129
"1-izbový byt Nešporova 2, Košice -Terasa",https://www.nehnutelnosti.sk/4977438/1-izbovy-byt-nesporova-2-kosice-terasa/,30.03.2023,105000,Byty,1 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,28,0,3750,4977438,48.7124156,21.2348843
Na predaj pozemok v krásnom prostredí Košice - Myslava,https://www.nehnutelnosti.sk/4956340/na-predaj-pozemok-v-krasnom-prostredi-kosice-myslava/,30.03.2023,206000,Pozemky,Pozemok pre rod. domy,Košice II - Myslava,Predaj,,0, 821,250.91,4956340,48.71803037,21.18692167
Pekný 2 izbový byt Košice -Šaca,https://www.nehnutelnosti.sk/4952831/pekny-2-izbovy-byt-kosice-saca/,30.03.2023,102900,Byty,2 izbový byt,Košice II - Šaca,Predaj,Kompletná rekonštrukcia,37,0,2781.08,4952831,48.6370535,21.1713844
"Pekný slnečný 2 izbový byt, Košice - Šaca",https://www.nehnutelnosti.sk/4941619/pekny-slnecny-2-izbovy-byt-kosice-saca/,30.03.2023,97950,Byty,2 izbový byt,Košice II - Šaca,Predaj,Novostavba,37,0,2647.30,4941619,48.6370535,21.1713844
Na predaj Nebytové priestory v Košiciach,https://www.nehnutelnosti.sk/4932760/na-predaj-nebytove-priestory-v-kosiciach/,30.03.2023,129000,Priestory,Obchodné priestory,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,78,0,1653.85,4932760,48.7214235,21.23205452
"Obchodné priestory 1.450 m2, Pri Prachárni 18/A Košice - Juh",https://www.nehnutelnosti.sk/4865626/obchodne-priestory-1-450-m2-pri-pracharni-18-a-kosice-juh/,30.03.2023,1599980,Objekty,Objekt pre obchod,Košice IV - Juh,Predaj,Čiastočná rekonštrukcia,1842,0,868.61,4865626,48.7092514,21.2570839
Na predaj 1-izbový byt v Košiciach časť Terasa,https://www.nehnutelnosti.sk/4858991/na-predaj-1-izbovy-byt-v-kosiciach-cast-terasa/,30.03.2023,108500,Byty,1 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,33, 33,3287.88,4858991,48.7076011,21.24225855
Ponúkame 3 izbový byt na sídlisku Terasa o výmere 52 m2 s Lodžiou na 3/7 poschodí.,https://www.nehnutelnosti.sk/5067474/ponukame-3-izbovy-byt-na-sidlisku-terasa-o-vymere-52-m2-s-lodziou-na-3-7-poschodi/,30.03.2023,118980,Byty,3 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,52,0,2288.08,5067474,48.7143059,21.2345867
Na Predaj Záhrada s chatkou v obci Ťahanovce s rozlohou 578 m2.,https://www.nehnutelnosti.sk/5058078/na-predaj-zahrada-s-chatkou-v-obci-tahanovce-s-rozlohou-578-m2/,30.03.2023,49000,Pozemky,Záhrada,Košice I - Ťahanovce,Predaj,,578, 578,84.78,5058078,48.7574921,21.2551346
"EXKLUZÍVNE PRIPRAVUJEME 3 izbový byt na sídlisku KVP, o výmere 68,70 m2 s lodžiou.",https://www.nehnutelnosti.sk/5046796/exkluzivne-pripravujeme-3-izbovy-byt-na-sidlisku-kvp-o-vymere-68-70-m2-s-lodziou/,30.03.2023,Cenadohodou,Byty,3 izbový byt,Košice II - Sídlisko KVP,Predaj,Pôvodný stav,"68,7",0,0,5046796,48.7164154,21.2148914
"Na predaj 3 izbový, slnečný byt na sídlisku Nad jazerom.",https://www.nehnutelnosti.sk/5036598/na-predaj-3-izbovy-slnecny-byt-na-sidlisku-nad-jazerom/,30.03.2023,163000,Byty,3 izbový byt,Košice IV - Nad jazerom,Predaj,Čiastočná rekonštrukcia,68,0,2397.06,5036598,48.6893387,21.2844601
Ponúkame so súhlasom majiteľa záhradnú chatku v tichej lokalite v mestskej časti Šaca,https://www.nehnutelnosti.sk/5036599/ponukame-so-suhlasom-majitela-zahradnu-chatku-v-tichej-lokalite-v-mestskej-casti-saca/,30.03.2023,38000,Rekreačné domy,Záhradná chatka,Košice II - Šaca,Predaj,Čiastočná rekonštrukcia,300, 300,126.67,5036599,48.6370544,21.1713848
"Ponúkame priestranný a slnečný 3 izbový byt, o výmere 52,54 m2 na 2 poschodí, 2x lodžia na sídlisku",https://www.nehnutelnosti.sk/5026841/ponukame-priestranny-a-slnecny-3-izbovy-byt-o-vymere-52-54-m2-na-2-poschodi-2x-lodzia-na-sidlisku/,30.03.2023,129000,Byty,3 izbový byt,Košice II - Západ,Predaj,Čiastočná rekonštrukcia,"52,54",0,2455.27,5026841,48.7143059,21.2345867
"!!!EXKLUZÍVNE!!! Ponúkame na predaj 1,5 izbový štartovací alebo investičný byt na sídlisku Nad jazer",https://www.nehnutelnosti.sk/5026625/exkluzivne-ponukame-na-predaj-1-5-izbovy-startovaci-alebo-investicny-byt-na-sidlisku-nad-jazer/,30.03.2023,132000,Byty,2 izbový byt,Košice IV - Nad jazerom,Predaj,Kompletná rekonštrukcia,42,0,3142.86,5026625,48.6893387,21.2844601
!!!PRIPRAVUJEME!!! Exkluzívne so súhlasom majiteľa do ponuky 3 izbový byt v Košice -Šaca,https://www.nehnutelnosti.sk/5022692/pripravujeme-exkluzivne-so-suhlasom-majitela-do-ponuky-3-izbovy-byt-v-kosice-saca/,30.03.2023,Cenadohodou,Byty,3 izbový byt,Košice II - Šaca,Predaj,Kompletná rekonštrukcia,62,0,0,5022692,48.6370544,21.1713848
"REZERVOVANÉ EXKLUZÍVNE na predaj 3 izbový byt, 50 m2, Hlinkova ul.",https://www.nehnutelnosti.sk/5019124/rezervovane-exkluzivne-na-predaj-3-izbovy-byt-50-m2-hlinkova-ul/,30.03.2023,99900,Byty,3 izbový byt,Košice I - Sever,Predaj,Kompletná rekonštrukcia,50,0,1998,5019124,48.7366142,21.2461834
Na predaj 2 izbový investičný/štartovací byt v blízkosti OC Aupark.,https://www.nehnutelnosti.sk/5017498/na-predaj-2-izbovy-investicny-startovaci-byt-v-blizkosti-oc-aupark/,30.03.2023,142990,Byty,2 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,37,0,3864.59,5017498,48.7092514,21.2570839
"EXKLUZÍVNE v ponuke 1 izbový byt, 33m2 s balkónom, sídl. Terasa, Popradská ul.",https://www.nehnutelnosti.sk/4965560/exkluzivne-v-ponuke-1-izbovy-byt-33m2-s-balkonom-sidl-terasa-popradska-ul/,30.03.2023,94000,Byty,1 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,33,0,2848.48,4965560,48.7143059,21.2345867
!!!REZERVOVANÉ!!! Ponúkame na predaj 3 izb. byt v pôvodnom stave na 5/8 poschodí blízko centra na sí,https://www.nehnutelnosti.sk/4935315/rezervovane-ponukame-na-predaj-3-izb-byt-v-povodnom-stave-na-5-8-poschodi-blizko-centra-na-si/,30.03.2023,149980,Byty,3 izbový byt,Košice IV - Juh,Predaj,Pôvodný stav,70,0,2142.57,4935315,48.7092514,21.2570839
"UXKLUZÍVNE na prenájom skladové/výrobné/opravárenská priestory so zázemím, priemyselný areál, Priemy",https://www.nehnutelnosti.sk/4923514/uxkluzivne-na-prenajom-skladove-vyrobne-opravarenska-priestory-so-zazemim-priemyselny-areal-priemy/,30.03.2023,4962/mes.,Priestory,Skladové priestory,Košice I - Staré Mesto,Prenájom,Čiastočná rekonštrukcia,827, 4327,6,4923514,48.722374,21.2570038
"EXKLUZÍVNE v ponuke rodinný dom v Myslave, ulička pod lesom, pozemok 270m2.",https://www.nehnutelnosti.sk/4912417/exkluzivne-v-ponuke-rodinny-dom-v-myslave-ulicka-pod-lesom-pozemok-270m2/,30.03.2023,155000,Domy,Rodinný dom,Košice II - Myslava,Predaj,Čiastočná rekonštrukcia,142, 270,1091.55,4912417,48.7090988,21.2045822
"Zrekonštruovaný 3-izb. byt s balkónom, 68m2, posch.:3/8, sídl.: Furča",https://www.nehnutelnosti.sk/4897606/zrekonstruovany-3-izb-byt-s-balkonom-68m2-posch-3-8-sidl-furca/,30.03.2023,Cenadohodou,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,68,0,0,4897606,48.744236,21.2771435
!!!EXKLUZÍVNE!!!: Ponúkame na predaj  3 izb. byt pre mladú rodinu na 8/10 poschodí vo vyhľadávanej l,https://www.nehnutelnosti.sk/4893406/exkluzivne-ponukame-na-predaj-3-izb-byt-pre-mladu-rodinu-na-8-10-poschodi-vo-vyhladavanej-l/,30.03.2023,149000,Byty,3 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,59,0,2525.42,4893406,48.7143059,21.2345867
"EXKLUZÍVNE Trojizbový byt 68m2 + loggia, na 2. posch.,ul.: Humenská.",https://www.nehnutelnosti.sk/4889449/exkluzivne-trojizbovy-byt-68m2-loggia-na-2-posch-ul-humenska/,30.03.2023,168000,Byty,3 izbový byt,Košice II - Západ,Predaj,Pôvodný stav,68,0,2470.59,4889449,48.7143059,21.2345867
"ZNÍŽENÁ CENA 3 izbový byt, 65m2 + loggia, posch.: 8/8, OV, sídl.: Furča",https://www.nehnutelnosti.sk/4886708/znizena-cena-3-izbovy-byt-65m2-loggia-posch-8-8-ov-sidl-furca/,30.03.2023,120000,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,65,0,1846.15,4886708,48.744236,21.2771435
Na predaj 2 izbový byt v lokalite Košice-Terasa po kompletnej rekonštrukcii a vrátane celého zariade,https://www.nehnutelnosti.sk/4880031/na-predaj-2-izbovy-byt-v-lokalite-kosice-terasa-po-kompletnej-rekonstrukcii-a-vratane-celeho-zariade/,30.03.2023,135000,Byty,2 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,51,0,2647.06,4880031,48.7143059,21.2345867
EXKLUZÍVNE veľký 3 izbový byt v centre mesta s dvoma balkónmi.,https://www.nehnutelnosti.sk/4873268/exkluzivne-velky-3-izbovy-byt-v-centre-mesta-s-dvoma-balkonmi/,30.03.2023,170000,Byty,3 izbový byt,Košice IV - Juh,Predaj,Kompletná rekonštrukcia,68,0,2500,4873268,48.7092514,21.2570839
"UXKLUZÍVNE na prenájom skladové/výrobné/opravárenská priestory so zázemím, priemyselný areál, Priemy",https://www.nehnutelnosti.sk/4872571/uxkluzivne-na-prenajom-skladove-vyrobne-opravarenska-priestory-so-zazemim-priemyselny-areal-priemy/,30.03.2023,3330/mes.,Priestory,Skladové priestory,Košice I - Staré Mesto,Prenájom,Čiastočná rekonštrukcia,666,0,5,4872571,48.722374,21.2570038
"REZERVOVANÉ EXKLUZÍVNE v ponuke na predaj 3 izbový byt pražského typu, 72m2 + 6m2 loggia, Košice Dar",https://www.nehnutelnosti.sk/4868316/rezervovane-exkluzivne-v-ponuke-na-predaj-3-izbovy-byt-prazskeho-typu-72m2-6m2-loggia-kosice-dar/,30.03.2023,144000,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Pôvodný stav,72,0,2000,4868316,48.744236,21.2771435
"Priestranný zrekonštruovaný 3-izbový byt s balkónom, 70m2, posch.:7/8, sídl.: Furča",https://www.nehnutelnosti.sk/4847550/priestranny-zrekonstruovany-3-izbovy-byt-s-balkonom-70m2-posch-7-8-sidl-furca/,30.03.2023,Cenadohodou,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,70,0,0,4847550,48.744236,21.2771435
"Iba u nás veľký 3 izbový byt 80 m2, Čínska ul, sídl. Ťahanovce",https://www.nehnutelnosti.sk/4843414/iba-u-nas-velky-3-izbovy-byt-80-m2-cinska-ul-sidl-tahanovce/,30.03.2023,170000,Byty,3 izbový byt,Košice I - Sídlisko Ťahanovce,Predaj,Kompletná rekonštrukcia,80,0,2125,4843414,48.7539749,21.2676678
"Exkluzívne iba v TUreality 1,5 izbový byt na predaj, Košice-Terasa, 42m2",https://www.nehnutelnosti.sk/4806439/exkluzivne-iba-v-tureality-1-5-izbovy-byt-na-predaj-kosice-terasa-42m2/,30.03.2023,122000,Byty,1 izbový byt,Košice II - Západ,Predaj,Kompletná rekonštrukcia,42,0,2904.76,4806439,48.7143059,21.2345867
"Záhradná chatka v ticho lesnatom prostredí Čermeľ - Prielohy, 40 m2 zastavaná plocha.",https://www.nehnutelnosti.sk/4710422/zahradna-chatka-v-ticho-lesnatom-prostredi-cermel-prielohy-40-m2-zastavana-plocha/,30.03.2023,100000,Rekreačné domy,Záhradná chatka,Košice I - Sever,Predaj,Pôvodný stav,40, 703,2500,4710422,48.7366142,21.2461834
"Veľký 3 izbový byt, 84 m2 + 2 balkóny, 1. posch., Na Hore, Dargovských hrdinov.",https://www.nehnutelnosti.sk/4701929/velky-3-izbovy-byt-84-m2-2-balkony-1-posch-na-hore-dargovskych-hrdinov/,30.03.2023,199900,Byty,3 izbový byt,Košice III - Dargovských Hrdinov,Predaj,Kompletná rekonštrukcia,84,0,2379.76,4701929,48.744236,21.2771435
"Na predaj záhrada 430 m2 s chatkou, Košice Sever, Čermeľ-Prielohy",https://www.nehnutelnosti.sk/4625523/na-predaj-zahrada-430-m2-s-chatkou-kosice-sever-cermel-prielohy/,30.03.2023,55500,Rekreačné domy,Záhradná chatka,Košice I - Sever,Predaj,Pôvodný stav,430, 430,129.07,4625523,48.7366142,21.2461834
"Hľadáme pre klienta menší RD v obývateľnom stave, Košice",https://www.nehnutelnosti.sk/4417649/hladame-pre-klienta-mensi-rd-v-obyvatelnom-stave-kosice/,30.03.2023,Cenadohodou,Domy,Rodinný dom,Košice I - Sever,Kúpa,Čiastočná rekonštrukcia,120,0,0,4417649,48.7366142,21.2461834
"Novostavba rodinného domu, Košice – Krásna, IBV Záhumnie.",https://www.nehnutelnosti.sk/5067712/novostavba-rodinneho-domu-kosice-krasna-ibv-zahumnie/,30.03.2023,275000,Domy,Rodinný dom,Košice IV - Krásna,Predaj,Novostavba,205, 906,1341.46,5067712,48.6726641,21.3187619
